date,location,value
2013-03,Science Centre Singapore,56.7
2013-03,Jurong Birdpark,66.1
2013-03,Night Safari,97.2
2013-03,River Safari,na
2013-03,Singapore Zoological Gardens,180.3
2013-03,Chinese/japanese Gardens,74.3
2013-04,Asian Civilisations Museum,36.3
2013-04,National Museum Of Singapore,70.4
2013-04,Singapore Art Museum,39.3
2013-04,Singapore Philatelic Museum,9
2013-04,The Peranakan Museum,17.7
2013-04,Science Centre Singapore,49.6
2013-04,Jurong Birdpark,56.7
2013-04,Night Safari,81.8
2013-04,River Safari,42
2013-04,Singapore Zoological Gardens,127.3
2013-04,Chinese/japanese Gardens,49.8
2013-05,Asian Civilisations Museum,36.7
2013-05,National Museum Of Singapore,79.3
2013-05,Singapore Art Museum,54.3
2013-05,Singapore Philatelic Museum,13.9
2013-05,The Peranakan Museum,28.2
2013-05,Science Centre Singapore,69.7
2013-05,Jurong Birdpark,72.9
2013-05,Night Safari,96.6
2013-05,River Safari,58.3
2013-05,Singapore Zoological Gardens,135.4
2013-05,Chinese/japanese Gardens,57.3
2013-06,Asian Civilisations Museum,34.3
2013-06,National Museum Of Singapore,97.6
2013-06,Singapore Art Museum,90.3
2013-06,Singapore Philatelic Museum,14.2
2013-06,The Peranakan Museum,38.3
2013-06,Science Centre Singapore,85.4
2013-06,Jurong Birdpark,69
2013-06,Night Safari,96.8
2013-06,River Safari,78.7
2013-06,Singapore Zoological Gardens,143.2
2013-06,Chinese/japanese Gardens,58.9
2013-07,Asian Civilisations Museum,35.2
2013-07,National Museum Of Singapore,106.3
2013-07,Singapore Art Museum,65.7
2013-07,Singapore Philatelic Museum,9.3
2013-07,The Peranakan Museum,35
2013-07,Science Centre Singapore,84.4
2013-07,Jurong Birdpark,73.1
2013-07,Night Safari,116.9
2013-07,River Safari,62.2
2013-07,Singapore Zoological Gardens,175.4
2013-07,Chinese/japanese Gardens,69.9
2013-08,Asian Civilisations Museum,42.3
2013-08,National Museum Of Singapore,194.7
2013-08,Singapore Art Museum,113.5
2013-08,Singapore Philatelic Museum,11.6
2013-08,The Peranakan Museum,68.8
2013-08,Science Centre Singapore,88.7
2013-08,Jurong Birdpark,77.1
2013-08,Night Safari,136.7
2013-08,River Safari,86.7
2013-08,Singapore Zoological Gardens,182.9
2013-08,Chinese/japanese Gardens,60.4
2013-09,Asian Civilisations Museum,40.9
2013-09,National Museum Of Singapore,108.3
2013-09,Singapore Art Museum,41.1
2013-09,Singapore Philatelic Museum,8
2013-09,The Peranakan Museum,30.3
2013-09,Science Centre Singapore,45.4
2013-09,Jurong Birdpark,50.6
2013-09,Night Safari,77.9
2013-09,River Safari,65.8
2013-09,Singapore Zoological Gardens,127.4
2013-09,Chinese/japanese Gardens,39.8
2013-10,Asian Civilisations Museum,42.6
2013-10,National Museum Of Singapore,104
2013-10,Singapore Art Museum,62.8
2013-10,Singapore Philatelic Museum,7.4
2013-10,The Peranakan Museum,35.8
2013-10,Science Centre Singapore,63.7
2013-10,Jurong Birdpark,59.7
2013-10,Night Safari,94.5
2013-10,River Safari,63.3
2013-10,Singapore Zoological Gardens,132.2
2013-10,Chinese/japanese Gardens,60
2013-11,Asian Civilisations Museum,39.3
2013-11,National Museum Of Singapore,103.5
2013-11,Singapore Art Museum,72.6
2013-11,Singapore Philatelic Museum,8.2
2013-11,The Peranakan Museum,39.1
2013-11,Science Centre Singapore,116.8
2013-11,Jurong Birdpark,55.1
2013-11,Night Safari,78
2013-11,River Safari,77.6
2013-11,Singapore Zoological Gardens,127.4
2013-11,Chinese/japanese Gardens,58.4
2013-12,Asian Civilisations Museum,30.5
2013-12,National Museum Of Singapore,113.9
2013-12,Singapore Art Museum,61.2
2013-12,Singapore Philatelic Museum,8.7
2013-12,The Peranakan Museum,36.9
2013-12,Science Centre Singapore,111.7
2013-12,Jurong Birdpark,76
2013-12,Night Safari,110
2013-12,River Safari,168.7
2013-12,Singapore Zoological Gardens,183.9
2013-12,Chinese/japanese Gardens,64.6
2014-01,Asian Civilisations Museum,36.5
2014-01,National Museum Of Singapore,105.7
2014-01,Singapore Art Museum,71.7
2014-01,Singapore Philatelic Museum,9.4
2014-01,The Peranakan Museum,33.5
2014-01,Science Centre Singapore,59.9
2014-01,Jurong Birdpark,60.4
2014-01,Night Safari,105.7
2014-01,River Safari,103
2014-01,Singapore Zoological Gardens,135.7
2014-01,Chinese/japanese Gardens,82.7
2014-02,Asian Civilisations Museum,37.7
2014-02,National Museum Of Singapore,112.2
2014-02,Singapore Art Museum,67.5
2014-02,Singapore Philatelic Museum,10.1
2014-02,The Peranakan Museum,30.2
2014-02,Science Centre Singapore,58.6
2014-02,Jurong Birdpark,58
2014-02,Night Safari,96.4
2014-02,River Safari,102.2
2014-02,Singapore Zoological Gardens,134.7
2014-02,Chinese/japanese Gardens,79.7
2014-03,Asian Civilisations Museum,49.4
2014-03,National Museum Of Singapore,71.4
2014-03,Singapore Art Museum,50.6
2014-03,Singapore Philatelic Museum,10.2
2014-03,The Peranakan Museum,25.8
2014-03,Science Centre Singapore,52.6
2014-03,Jurong Birdpark,52.1
2014-03,Night Safari,89.2
2014-03,River Safari,123
2014-03,Singapore Zoological Gardens,131.5
2014-03,Chinese/japanese Gardens,99.1
2014-04,Asian Civilisations Museum,46.5
2014-04,National Museum Of Singapore,62.4
2014-04,Singapore Art Museum,54.7
2014-04,Singapore Philatelic Museum,10.2
2014-04,The Peranakan Museum,25.4
2014-04,Science Centre Singapore,41.2
2014-04,Jurong Birdpark,58.5
2014-04,Night Safari,87.5
2014-04,River Safari,86.1
2014-04,Singapore Zoological Gardens,132.9
2014-04,Chinese/japanese Gardens,94.8
2014-05,Asian Civilisations Museum,38.6
2014-05,National Museum Of Singapore,84.3
2014-05,Singapore Art Museum,52.4
2014-05,Singapore Philatelic Museum,10.6
2014-05,The Peranakan Museum,27.5
2014-05,Science Centre Singapore,52.7
2014-05,Jurong Birdpark,74.8
2014-05,Night Safari,101.8
2014-05,River Safari,94.9
2014-05,Singapore Zoological Gardens,138.5
2014-05,Chinese/japanese Gardens,88.3
2014-06,Asian Civilisations Museum,25.7
2014-06,National Museum Of Singapore,75.3
2014-06,Singapore Art Museum,49.6
2014-06,Singapore Philatelic Museum,20.3
2014-06,The Peranakan Museum,32.2
2014-06,Science Centre Singapore,108.7
2014-06,Jurong Birdpark,66
2014-06,Night Safari,98.7
2014-06,River Safari,118
2014-06,Singapore Zoological Gardens,141.7
2014-06,Chinese/japanese Gardens,93.8
2014-07,Asian Civilisations Museum,44.8
2014-07,National Museum Of Singapore,74
2014-07,Singapore Art Museum,48.4
2014-07,Singapore Philatelic Museum,15
2014-07,The Peranakan Museum,37
2014-07,Science Centre Singapore,130.2
2014-07,Jurong Birdpark,70.8
2014-07,Night Safari,122.6
2014-07,River Safari,93.3
2014-07,Singapore Zoological Gardens,155.7
2014-07,Chinese/japanese Gardens,78.5
2014-08,Asian Civilisations Museum,28.4
2014-08,National Museum Of Singapore,102
2014-08,Singapore Art Museum,109.3
2014-08,Singapore Philatelic Museum,19.5
2014-08,The Peranakan Museum,80
2014-08,Science Centre Singapore,99.2
2014-08,Jurong Birdpark,73.9
2014-08,Night Safari,136.8
2014-08,River Safari,94.4
2014-08,Singapore Zoological Gardens,169.4
2014-08,Chinese/japanese Gardens,65.9
2014-09,Asian Civilisations Museum,27.9
2014-09,National Museum Of Singapore,63.7
2014-09,Singapore Art Museum,47.7
2014-09,Singapore Philatelic Museum,9.5
2014-09,The Peranakan Museum,31.9
2014-09,Science Centre Singapore,64
2014-09,Jurong Birdpark,44.7
2014-09,Night Safari,77.6
2014-09,River Safari,68.3
2014-09,Singapore Zoological Gardens,118.3
2014-09,Chinese/japanese Gardens,56.6
2014-10,Asian Civilisations Museum,33.2
2014-10,National Museum Of Singapore,50.5
2014-10,Singapore Art Museum,68.4
2014-10,Singapore Philatelic Museum,9.8
2014-10,The Peranakan Museum,30.9
2014-10,Science Centre Singapore,70.8
2014-10,Jurong Birdpark,59.7
2014-10,Night Safari,96.6
2014-10,River Safari,84.7
2014-10,Singapore Zoological Gardens,129.9
2014-10,Chinese/japanese Gardens,78.7
2014-11,Asian Civilisations Museum,27.3
2014-11,National Museum Of Singapore,50.9
2014-11,Singapore Art Museum,64.9
2014-11,Singapore Philatelic Museum,9.1
2014-11,The Peranakan Museum,31
2014-11,Science Centre Singapore,86
2014-11,Jurong Birdpark,47.7
2014-11,Night Safari,69.9
2014-11,River Safari,85.6
2014-11,Singapore Zoological Gardens,125.4
2014-11,Chinese/japanese Gardens,71.3
2014-12,Asian Civilisations Museum,27.3
2014-12,National Museum Of Singapore,49.6
2014-12,Singapore Art Museum,58.7
2014-12,Singapore Philatelic Museum,8.4
2014-12,The Peranakan Museum,29.8
2014-12,Science Centre Singapore,128.4
2014-12,Jurong Birdpark,68.8
2014-12,Night Safari,97.1
2014-12,River Safari,91
2014-12,Singapore Zoological Gardens,164.5
2014-12,Chinese/japanese Gardens,61.8
2015-01,Asian Civilisations Museum,26.3
2015-01,National Museum Of Singapore,50.9
2015-01,Singapore Art Museum,84.3
2015-01,Singapore Philatelic Museum,7.7
2015-01,The Peranakan Museum,34.3
2015-01,Science Centre Singapore,58.3
2015-01,Jurong Birdpark,62.6
2015-01,Night Safari,94.7
2015-01,River Safari,50.5
2015-01,Singapore Zoological Gardens,129.7
2015-01,Chinese/japanese Gardens,61.9
2015-02,Asian Civilisations Museum,25.9
2015-02,National Museum Of Singapore,46.2
2015-02,Singapore Art Museum,49.8
2015-02,Singapore Philatelic Museum,8.3
2015-02,The Peranakan Museum,32.5
2015-02,Science Centre Singapore,68.9
2015-02,Jurong Birdpark,62.3
2015-02,Night Safari,106.1
2015-02,River Safari,59.2
2015-02,Singapore Zoological Gardens,156.3
2015-02,Chinese/japanese Gardens,88.9
2015-03,Asian Civilisations Museum,26
2015-03,National Museum Of Singapore,56.3
2015-03,Singapore Art Museum,67.2
2015-03,Singapore Philatelic Museum,7.8
2015-03,The Peranakan Museum,36
2015-03,Science Centre Singapore,75.5
2015-03,Jurong Birdpark,53
2015-03,Night Safari,80.4
2015-03,River Safari,53.7
2015-03,Singapore Zoological Gardens,127.9
2015-03,Chinese/japanese Gardens,86.8
2015-04,Asian Civilisations Museum,25.1
2015-04,National Museum Of Singapore,89
2015-04,Singapore Art Museum,72.9
2015-04,Singapore Philatelic Museum,8.4
2015-04,The Peranakan Museum,33.2
2015-04,Science Centre Singapore,78.9
2015-04,Jurong Birdpark,62
2015-04,Night Safari,78.8
2015-04,River Safari,56.1
2015-04,Singapore Zoological Gardens,133.3
2015-04,Chinese/japanese Gardens,96.9
2015-05,Asian Civilisations Museum,23.3
2015-05,National Museum Of Singapore,84
2015-05,Singapore Art Museum,82.7
2015-05,Singapore Philatelic Museum,9
2015-05,The Peranakan Museum,38.3
2015-05,Science Centre Singapore,87.6
2015-05,Jurong Birdpark,83.3
2015-05,Night Safari,101.2
2015-05,River Safari,73.3
2015-05,Singapore Zoological Gardens,153.1
2015-05,Chinese/japanese Gardens,85.8
2015-06,Asian Civilisations Museum,24.5
2015-06,National Museum Of Singapore,76
2015-06,Singapore Art Museum,95.6
2015-06,Singapore Philatelic Museum,10.3
2015-06,The Peranakan Museum,36.8
2015-06,Science Centre Singapore,75.9
2015-06,Jurong Birdpark,78
2015-06,Night Safari,93.9
2015-06,River Safari,87.1
2015-06,Singapore Zoological Gardens,190.1
2015-06,Chinese/japanese Gardens,87.4
2015-07,Asian Civilisations Museum,30
2015-07,National Museum Of Singapore,56.2
2015-07,Singapore Art Museum,83.3
2015-07,Singapore Philatelic Museum,13.8
2015-07,The Peranakan Museum,39.8
2015-07,Science Centre Singapore,94.2
2015-07,Jurong Birdpark,77.8
2015-07,Night Safari,127.1
2015-07,River Safari,82.8
2015-07,Singapore Zoological Gardens,184.5
2015-07,Chinese/japanese Gardens,86.7
2015-08,Asian Civilisations Museum,45.9
2015-08,National Museum Of Singapore,108.9
2015-08,Singapore Art Museum,143.5
2015-08,Singapore Philatelic Museum,41.1
2015-08,The Peranakan Museum,93.5
2015-08,Science Centre Singapore,191.4
2015-08,Jurong Birdpark,91.9
2015-08,Night Safari,137.3
2015-08,River Safari,119.7
2015-08,Singapore Zoological Gardens,223.3
2015-08,Chinese/japanese Gardens,74.2
2015-09,Asian Civilisations Museum,19.7
2015-09,National Museum Of Singapore,45.4
2015-09,Singapore Art Museum,58.5
2015-09,Singapore Philatelic Museum,9.1
2015-09,The Peranakan Museum,32.5
2015-09,Science Centre Singapore,67.3
2015-09,Jurong Birdpark,44.3
2015-09,Night Safari,80.7
2015-09,River Safari,56.3
2015-09,Singapore Zoological Gardens,115.8
2015-09,Chinese/japanese Gardens,64.1
2015-10,Asian Civilisations Museum,39.5
2015-10,National Museum Of Singapore,50.7
2015-10,Singapore Art Museum,64.8
2015-10,Singapore Philatelic Museum,11.2
2015-10,The Peranakan Museum,33.1
2015-10,Science Centre Singapore,69
2015-10,Jurong Birdpark,54.7
2015-10,Night Safari,87.2
2015-10,River Safari,54.7
2015-10,Singapore Zoological Gardens,106.2
2015-10,Chinese/japanese Gardens,53.7
2015-11,Asian Civilisations Museum,39.7
2015-11,National Museum Of Singapore,50.9
2015-11,Singapore Art Museum,55.1
2015-11,Singapore Philatelic Museum,10
2015-11,The Peranakan Museum,32.6
2015-11,Science Centre Singapore,78.9
2015-11,Jurong Birdpark,66.6
2015-11,Night Safari,74.6
2015-11,River Safari,59.4
2015-11,Singapore Zoological Gardens,125.8
2015-11,Chinese/japanese Gardens,70
2015-12,Asian Civilisations Museum,23.7
2015-12,National Museum Of Singapore,60.1
2015-12,Singapore Art Museum,45.5
2015-12,Singapore Philatelic Museum,16
2015-12,The Peranakan Museum,33
2015-12,Science Centre Singapore,100.1
2015-12,Jurong Birdpark,73.6
2015-12,Night Safari,97
2015-12,River Safari,90.3
2015-12,Singapore Zoological Gardens,187.4
2015-12,Chinese/japanese Gardens,83.1
2016-01,Asian Civilisations Museum,27.7
2016-01,National Museum Of Singapore,61.7
2016-01,Singapore Art Museum,47.2
2016-01,Singapore Philatelic Museum,11.3
2016-01,The Peranakan Museum,29.3
2016-01,Science Centre Singapore,64.1
2016-01,Jurong Birdpark,66.7
2016-01,Night Safari,97.5
2016-01,River Safari,54.2
2016-01,Singapore Zoological Gardens,134.9
2016-01,Chinese/japanese Gardens,105.2
2016-02,Asian Civilisations Museum,29.5
2016-02,National Museum Of Singapore,54.5
2016-02,Singapore Art Museum,34.7
2016-02,Singapore Philatelic Museum,10.9
2016-02,The Peranakan Museum,25.3
2016-02,Science Centre Singapore,76.8
2016-02,Jurong Birdpark,61.5
2016-02,Night Safari,91.4
2016-02,River Safari,57.6
2016-02,Singapore Zoological Gardens,153.7
2016-02,Chinese/japanese Gardens,121.6
2016-03,Asian Civilisations Museum,59.9
2016-03,National Museum Of Singapore,50.8
2016-03,Singapore Art Museum,38.8
2016-03,Singapore Philatelic Museum,11.3
2016-03,The Peranakan Museum,43.2
2016-03,Science Centre Singapore,81.6
2016-03,Jurong Birdpark,56.8
2016-03,Night Safari,91
2016-03,River Safari,60.6
2016-03,Singapore Zoological Gardens,144.2
2016-03,Chinese/japanese Gardens,122.8
2016-04,Asian Civilisations Museum,38.7
2016-04,National Museum Of Singapore,60.3
2016-04,Singapore Art Museum,35.8
2016-04,Singapore Philatelic Museum,10.3
2016-04,The Peranakan Museum,28.3
2016-04,Science Centre Singapore,66.5
2016-04,Jurong Birdpark,57.8
2016-04,Night Safari,81.7
2016-04,River Safari,54.4
2016-04,Singapore Zoological Gardens,128
2016-04,Chinese/japanese Gardens,160.2
